gene bait_usage
TRIM13 3
CCR9 1
TNC 1
POU5F2 1
BCL2L10 4
FOXO3 15
TRA2B 3
E2F8 5
SLC10A7 1
HLA-DQA1 5
CNTRL 1
NELFCD 5
CFAP45 2
EEF1A2 5
TIMM44 4
TRMT12 3
USP17L2 1
FGF14 1
MYH11 2
POLD4 3
BLM 15
PDE4C 2
ZNF410 4
PATE1 2
FYTTD1 3
CLSTN1 3
CKAP2 1
MIF4GD 3
KLRG1 2
ZFYVE19 2
NT5C 2
LIME1 1
KCNQ2 1
CHM 2
POLR3F 3
ENC1 3
HGD 2
HOXA5 2
GNG2 1
PRSS1 1
UBE2S 3
C12orf57 1
PPP3CB 6
IL12B 3
MVD 1
RFT1 1
ZDHHC24 2
MYO7B 1
ZCWPW1 1
PDE6H 2
ANKRD24 1
KRTAP23-1 2
GPR151 1
SP1 24
RANGAP1 3
ENKD1 5
NRXN3 1
OIT3 2
CAPN2 3
ATF7 4
RAD23B 13
ZNF211 2
PECAM1 5
HID1 1
GNAI2 8
PLCZ1 1
NDE1 4
SPTBN1 1
PM20D2 2
TXNL4A 4
UVSSA 1
TASL 2
PRKX 3
TCIRG1 1
NPAS2 4
ATP6V1D 2
FGB 1
H1-6 2
HSPA2 5
PELO 4
HMGB2 5
S100B 10
IGF1 2
NDRG2 2
RPA1 10
DPEP3 2
TARS2 1
ITGAL 1
HOXC9 3
RPS19BP1 5
EDC4 4
OSMR 4
STC1 1
RNF144A 1
NPPB 2
UBE2Q1 3
PEX13 4
GLE1 3
MAPK8IP2 3
SGSM2 1
OSER1 1
CLIC4 2
ISG15 3
KRT36 1
CLCN7 3
HSPH1 2
CUEDC1 3
CP 1
DUX1 1
KLF1 1
CRTC3 1
ARRDC1 4
DARS1 3
RBMY1A1 5
RNASE11 1
CHMP4B 6
RHOU 4
WDR3 1
STX18 2
ELL 1
HAO2 2
NDUFB8 1
SNX19 1
SERPINB6 1
RBMY1J 3
CPSF1 4
TMTC4 1
CR1L 1
ZNF837 1
PIPOX 1
C1orf216 2
TXK 2
BDKRB2 3
KIAA1549 2
TULP2 1
NCKAP5 1
NSUN2 1
AGTR2 2
CEP126 1
KIT 2
OR7C1 1
FAM107A 6
CSRP2 2
PRELP 1
ZNF264 2
OCLN 6
SLC37A3 1
POLD1 8
KCNE4 2
UHRF2 4
NDN 6
PML 20
FAM110B 1
CD68 2
EIF3M 4
BTBD6 1
EXOC7 4
ZNF23 4
RPS13 1
PHYHIPL 3
EXOC3L1 1
FOXN1 2
GBE1 1
THAP7 3
ABHD1 1
USP18 8
ACOT11 1
PLEKHG4 2
EI24 1
ABLIM1 5
TNNT3 1
KRTAP19-5 2
HDAC9 4
C16orf54 1
KIF15 2
GPR161 1
MEOX2 3
DCLK1 3
ZNF648 1
PABPN1 3
PAGE5 1
ING3 3
PACC1 1
SH3BP5 4
TAF11 3
C1QTNF1 3
IRS4 2
MTRFR 1
ZNF124 2
ASPSCR1 5
MTX1 1
UCP2 2
LRRC7 3
EDAR 1
RAB3IL1 3
IL1A 5
CALCA 1
PRADC1 1
GSTM2 1
CA1 2
PGBD1 4
KCTD3 1
CDK16 11
SAP30 3
DOCK7 3
C17orf67 1
AGO1 8
EPHB3 1
SERPINA10 1
CHI3L1 4
HHIPL1 1
STAU1 7
ASS1 4
CHRNB2 3
DAZAP2 9
WNT10B 1
DUSP23 8
ZNF20 3
ZNF200 2
ROPN1L 3
ABCB1 2
RBM15 2
STRIP1 3
ZNF580 2
TRIM24 5
ASNS 2
SERINC2 1
PATJ 7
GSTO1 1
TGIF2LX 1
USP21 3
INSRR 4
BPHL 1
ORMDL3 4
LRRC3 1
SCFD1 2
PLEKHF1 2
CCL22 2
SNAI2 1
SH2B3 1
EP300 42
IL12RB2 1
PROKR2 1
PTPMT1 5
SP100 12
CEBPB 12
KIFBP 1
HERC6 2
FERD3L 2
C6orf141 1
KMT5A 3
ALDH1B1 1
CCDC24 4
ST6GALNAC5 1
KCNK1 2
PURA 1
HOXA10 2
INTS3 3
MOSPD2 2
RUBCN 2
KRTAP5-3 1
STMN4 2
POP7 4
TOMM20L 2
CRY1 6
COQ7 1
RNF11 6
SNRPB 9
EPPIN 1
ADRA2C 2
DNAAF8 1
CALCB 1
PPP4R2 5
EIF4G1 17
FCGR3B 1
FAM120AOS 1
CACNG1 2
PARK7 13
RAB11A 14
SEPTIN1 4
SLC9B2 1
AUNIP 1
TRMT1L 1
H2AC4 1
PSG5 1
CCL17 1
KIF23 6
SCGB1D4 1
RHEX 1
TMEM150A 3
DYNLT4 1
ZKSCAN8 1
SMAGP 2
AP3M2 2
PMS1 3
PPP1R26 2
SLC7A3 1
GRIN2A 2
PHLDB2 1
SRD5A1 1
SSBP1 2
RPF2 1
ATP10D 1
SLITRK6 1
EIF2B3 1
MMP28 3
OSGIN1 3
TMEM95 1
MAP2K4 6
CCL11 1
HAS3 2
TXNDC12 3
CADPS2 1
GBP4 1
NDUFA13 4
ATXN2 10
PLXNA4 1
ANXA1 5
ECM1 1
CT45A1 1
GCNT2 2
ZNF702P 1
FOXN2 2
SHE 2
CCN1 1
NUP88 3
ARL4C 1
MAGOH 15
MLEC 1
MCIDAS 1
CCL16 2
CBFA2T3 3
GPATCH8 1
TAP2 4
FKBPL 5
TEX14 3
PCOLCE2 1
FUT8 2
WBP2NL 2
TTC27 1
GLIS3 2
PLPP1 3
PRKY 1
KLHL11 2
RLBP1 1
MTMR10 2
GNPDA2 2
GAB1 7
SH3RF1 2
PLA2G12B 1
UGT1A10 2
SLC35A4 1
SLC6A15 1
SPX 1
C1orf74 1
EAF1 6
SLC9A1 1
CFAP58 2
HTATIP2 2
DKKL1 2
PRKG2 1
TRIM41 8
SPARC 3
TTLL7 2
ZDHHC2 1
LRRC15 1
CELF6 1
TMEM63B 1
FRAT1 2
MRPL21 1
ACTBL2 1
PTGES2 1
UBE2T 3
RPL39L 1
ZNF415 2
SYCE3 1
CCDC179 1
CRAMP1 1
DSCR4 1
S100A9 7
CPLANE2 3
SMC5 3
MVB12A 1
MBD1 5
ALOX15 2
MYBPC2 2
GNAZ 4
HYKK 2
KIR3DS1 2
CAPRIN2 3
CDK18 7
ADGRL3 1
LMCD1 2
IL16 3
POTEB3 1
HSP90AA1 14
CDSN 1
EEF1AKMT1 1
SPTBN4 1
SPA17 4
CD300LD 3
C21orf91 1
CERKL 1
PATL1 4
ORMDL1 3
ZKSCAN3 3
CLIC2 1
CD58 1
PRIM1 2
TMEM190 2
EXOC2 1
ISCA2 1
AGTPBP1 2
DNAJC27 2
NUDT18 2
PRKRA 10
SYNPO 1
API5 2
PHF14 2
RAD50 5
PTTG1 3
SPATA6 1
SPHK1 5
PLEKHG4B 1
SCARB2 4
ACBD6 2
BICD1 1
MIB1 1
BRI3 2
E2F2 2
PRUNE1 1
BVES 1
HMGB3 2
TCF23 1
ATP6V1B2 1
PSG3 1
TRIM50 2
AKAP8 7
TDRD5 1
HSPB2 3
RBPMS2 1
P2RY13 1
LY75 1
KCNA4 1
PLCB4 2
KIF5A 1
XRCC1 12
MSX2 1
STIM1 8
SELENBP1 5
MYO15B 1
CRYZL2P-SEC16B 2
KRT6A 6
DHRS4L2 1
EBP 4
RPAP2 3
POC5 5
ARMCX5-GPRASP2 1
UBXN7 3
PIFO 1
TMED7 3
PRKCQ 9
MARCHF9 3
TRPM8 1
CCDC88A 1
NAALADL2 1
DUSP16 3
HDDC3 2
PCDHB3 1
RAB1B 3
PCDHGB1 2
AKAP3 1
ATP5F1A 4
ZXDA 1
NUDT4 1
GARS1 2
MESP2 1
ZNF670 4
CLCN3 1
OLFM1 2
POLB 6
HECW1 3
RAP1A 5
ABI2 8
CCDC70 2
CUEDC2 2
NCAPD3 3
GABBR2 2
CPSF6 6
GRB2 65
MBNL1 4
BCAT1 1
ZNF385A 1
EFCAB6 1
SLC39A11 1
MAP4K2 3
VPS26A 4
YTHDC2 1
KLRC2 1
ASB17 1
CDNF 1
ANXA2R 1
ESAM 2
NR3C2 1
CENPQ 3
TGS1 2
SMURF1 9
SUMF1 1
WDFY2 3
STXBP3 1
ZCCHC8 2
TMEM184B 1
GADD45B 2
NHEJ1 4
NHP2 2
S100Z 1
REXO1L1P 1
RGS11 2
GIMAP1 2
DAGLA 1
SEZ6 1
SYNPO2L 1
ANKRD49 2
DGCR6L 2
FAM81A 1
ZNF230 2
ZNF534 1
CDS2 1
AQP5 3
FRMD6 6
LMO1 5
LRAT 2
PLEKHA3 1
SLC45A2 1
FAM135B 2
ZPLD1 1
CA9 2
STMN1 3
PCDHB7 1
ASAP1 4
PTK2B 6
RAB5B 3
GPATCH11 2
KAT5 19
RIMS1 1
BANF1 3
STRN 4
BEND2 2
SCUBE3 1
ARHGEF2 2
C12orf50 3
RABGAP1 1
PDGFRL 1
PTMA 4
MYADML2 1
ARHGEF10 3
ZNF274 2
PARD6G 3
GAGE12I 1
BAZ2B 6
DCPS 1
SNAPC1 2
H2AC19 1
ENPEP 1
GSTZ1 3
USP33 3
DHX38 2
CHERP 4
NES 1
TMBIM6 1
CARNMT1 1
RELB 4
ADAR 2
PPP2R5A 7
SNW1 15
GRK5 1
MRPL45 2
TYMP 2
GYG2 2
OR51E2 1
KCNH1 2
HDAC7 8
ACTR6 2
HYAL4 1
JMJD4 2
ZNF281 1
RNASE10 1
TMEM262 1
AK6 1
CTSC 1
GLIPR1 1
POLG 1
RAP2B 2
GPR152 1
FST 3
ZNF239 2
FKBP15 1
MREG 1
POU2AF1 2
PHAX 1
RAB21 3
DSCC1 1
VDR 11
STK24 6
RAB33B 1
RNASE13 1
ARX 3
KTI12 1
HACE1 2
ECI2 2
CABP2 1
GTSE1 3
TCAP 7
RELL2 3
CIAO1 7
ISOC1 2
NSMCE2 3
TMED5 1
NPHP1 7
SOST 4
ANKRD36BP1 1
ARHGAP22 3
TKTL2 1
SCAND1 3
GAGE1 2
JHY 1
WIZ 1
NR1H3 12
SSH1 5
WFS1 4
CHIT1 1
NUF2 5
FAM114A1 2
CD300A 4
GARIN6 2
MBD3L2 1
LSMEM1 2
PNMA2 1
SUV39H2 8
SRPRA 2
CYP2C9 1
NLK 6
FLRT2 1
GTF2A1L 1
PAPOLA 3
UBE2I 20
MTERF1 2
AURKC 6
GPN3 2
IKZF5 2
RNF181 1
DEFB4A 1
NAA80 1
CCND2 4
RYK 2
ALCAM 2
CDCA8 6
BST2 2
CHPF 2
ZKSCAN4 4
GDF15 2
RGS13 1
ALB 5
ELOB 5
SHPRH 4
FAM219A 2
TBC1D22B 7
FOXJ3 1
EXOC6B 2
ARL8B 2
IFT88 1
GDF11 1
CARNS1 1
TNFRSF6B 2
CARF 1
ZNF277 3
MESD 1
MTMR6 3
POLR2G 2
ENTHD1 1
ADPRS 1
IRX2-DT 1
FGF10 2
ACAD9 2
ANKDD1A 1
NOP9 1
TTC30B 3
SNX4 5
TBPL1 4
FSTL1 5
TRERF1 1
FGF21 2
TMEM236 2
DNAJA1 1
PPM1M 2
P2RY1 2
ZNF76 2
ELAVL1 4
BRF2 2
KRT27 1
NEB 2
MAD2L1 14
PRKACA 16
ORC3 3
SCAMP5 3
TRAPPC10 1
PLD2 3
TEKT4 5
UBC 43
SLC35C2 2
FAM114A2 1
RPH3A 2
ABHD16A 5
CSNK1G3 3
RNF26 1
UBE4B 2
CD300H 1
TIMM9 1
CBR1 2
FEM1C 2
MARS1 3
PAK2 13
HLA-C 10
CNKSR3 3
RMI2 4
TMEM35A 1
ST3GAL4 1
LAIR1 1
VEGFA 3
FCGRT 1
CTSG 4
ADRB1 5
GARIN1A 1
ZNF765 2
SLC25A12 1
MYBL1 1
CPA2 1
CALHM1 1
FANCC 7
ZDHHC23 1
EPS15L1 1
PFKL 3
GGA2 7
LIPT1 1
MAGED4B 2
VCPIP1 1
UBOX5 3
PTPRT 6
OGT 8
TCF7 3
OMA1 1
CASP10 7
CHN1 8
PRICKLE3 5
ZBTB45 2
DUSP2 1
NCLN 1
CYSRT1 2
FNDC3B 4
RXRB 7
DNAJB2 2
GAGE2B 1
LLGL1 3
H3-5 2
LNX1 14
SYNPR 2
TBC1D2 1
DPPA2 1
CAB39 8
RP1L1 1
TMEM179B 1
MRPS7 1
CDK2AP2 4
UBE2A 6
GLYCTK 3
ARF6 7
ROCK2 4
ARHGAP5 1
EFCAB3 1
H2AP 2
SPATA5L1 1
EIF1B 4
PTRH1 3
SYT6 3
PPP1CB 13
IFT81 2
TBC1D3F 1
KIR2DS2 1
WDR77 6
SSC5D 3
ZBTB4 1
GCDH 3
PYDC1 1
ATRAID 3
ZNHIT1 6
MFAP1 5
MAP4K5 5
EMC8 2
APOA5 2
CFDP1 1
HRG 1
MAT2B 3
WDR37 2
ASH2L 17
COG5 2
CASK 9
GNB2 5
PIGK 3
SGCB 1
MSGN1 1
SLC14A2 2
CHMP7 1
PPAT 1
CTC1 3
GNG7 1
PPP1R2 3
SLITRK4 1
CDKAL1 1
HMGN3 1
CAB39L 3
KIR2DL3 2
ZNF41 3
NUDT14 3
RIOX2 2
VSX1 2
CD48 1
MAT1A 3
ELP1 5
AIMP2 12
MTSS2 1
SUCLA2 4
ANKRD36B 2
TUBGCP2 2
NPHP4 11
SYTL4 2
COLEC12 3
PINX1 5
FABP4 3
AREG 4
CRIP3 1
OGDHL 1
MECOM 6
CBX3 9
ZNF526 1
ETFB 1
POLR1E 1
C9orf153 1
KRT37 1
SLC25A11 2
RPS6KA3 6
IL20RB 2
KIF13A 4
MAPK1 16
CDO1 1
MEPE 4
NIM1K 1
WAC 2
GLB1L3 1
GLIS2 2
RNF138 1
BTRC 32
ACKR3 5
CLTC 7
TRIM14 1
ZNF493 1
P2RY4 1
TOPBP1 4
IL23A 6
HLA-DQB2 1
PGR 7
ATP7B 1
TNS2 7
ASPDH 1
TMEM128 3
CD1E 1
RAD21 8
KIF5C 3
THBD 2
NUBPL 2
IL12A 3
LCE2C 1
CSGALNACT2 4
TADA2A 6
KRTAP19-7 2
PHF19 4
KLC1 6
PPIL4 1
IFNB1 3
SUMO1P1 3
NEK2 5
DOK3 4
KCNA5 5
MUC20 1
ARL6 4
CAPN6 2
PRKCG 5
DGKZ 1
ANGEL2 1
NLRC3 1
CLEC10A 1
TRPV5 2
SUN1 3
HNRNPH3 3
CCNI2 1
DOK4 5
B3GNT3 1
SERF1B 2
SMR3A 2
ZNF667 1
SLC25A21 1
CYP2S1 4
PPEF1 4
EPHA10 2
UPF3A 7
FUBP1 3
ARSA 6
DNAJC10 3
ZNF436 2
AP1S3 2
COX1 1
BTK 15
CNN3 1
FGFR4 5
HOMER1 4
RCOR1 7
GPR42 1
RFC1 4
MRM1 4
DND1 2
KCNJ6 1
SLC36A1 1
TSSK3 5
KIR2DL4 3
COMMD1 11
SERPINI2 4
RAET1G 2
PLOD3 4
KRT75 1
CYP39A1 1
HECTD3 2
TUBAL3 1
PRM2 2
SOX2 9
PAX9 2
DALRD3 2
SLC26A3 1
POMGNT2 2
BIVM 1
CTCFL 1
SLC5A5 2
JAKMIP2 2
TNIP3 3
PHB1 7
MRPS2 1
PRKD2 5
TNFAIP1 4
AURKAIP1 4
POLK 1
SH3D21 1
MDM4 13
MOV10 4
MORF4L1 7
CFH 17
VPS9D1 1
AGPS 2
SPNS1 1
MRPL43 2
TARS3 2
CETN1 5
HECW2 1
KRT82 1
AHSG 2
B4GALNT2 1
FBXW4 4
SNRNP70 6
PTPRQ 1
ZRSR2P1 1
ZNF174 2
YLPM1 1
PLAA 2
SLC2A14 1
SNRPA 9
DRICH1 2
NEK8 8
KLF6 4
USP2 4
P2RY6 3
FNDC9 1
CASKIN1 2
BTBD10 1
SSX3 4
VPS18 5
ORMDL2 2
THAP2 1
SDK2 1
PPA2 1
TP53 176
GATAD2A 3
LITAF 8
DPH1 1
CPNE2 3
TMEM255A 2
ETNPPL 1
PRX 1
NCS1 3
GDF6 1
PYGO2 2
ARNTL2 4
EIF5A 2
GRID2IP 1
IVNS1ABP 1
SPIRE1 2
PLEKHJ1 4
TXLNA 5
SPANXN3 2
COLGALT2 3
AUTS2 2
FOXD4L3 1
RBBP7 5
ACOT12 2
TAS2R10 1
EPB41L5 2
ZNF518A 1
HNRNPH2 7
UGP2 3
WDR31 1
CKLF 1
RTL8C 2
GRHL3 2
NAPA 2
MRPS5 1
EIF2B2 1
CYTIP 3
CRAT 1
ERP29 2
SCEL 7
IL13 2
GASK1B 1
LPAR4 1
ECT2 5
NUDCD1 2
IMMT 6
UBE2Z 5
CEP135 5
ERLEC1 2
SRSF4 3
CCNC 8
PANK4 1
ENDOV 2
RFWD3 4
INPPL1 6
ATXN7L1 4
CLCN5 2
NBEAL2 1
CCP110 9
RPL21 1
ELOA 3
ODAM 3
KLRF1 1
YOD1 2
DTL 1
H2AZ1 3
TSC1 8
ADGRG7 2
FAM193B 1
PCDHA9 2
DERL3 1
GOLPH3 5
SLC25A6 4
RAD1 4
ATP6V1G2 2
RAB7A 6
FRK 7
SEMA4G 3
PRDX6 3
MYLK 4
IRF3 19
CPT2 1
FCAR 1
NABP1 4
TAF1 3
ARFGAP1 3
HSPB7 4
HTR7 1
MSI1 1
NEK1 6
TPT1 10
GP9 4
ARHGEF35 1
GAS2L3 2
CCDC33 4
TRPM1 1
CWF19L1 1
WASHC3 7
ZNF396 3
AP1M1 5
GEMIN7 6
FAM222A 1
BHLHA15 2
OLIG3 2
GLIS1 1
PIKFYVE 2
TXN2 3
FMR1NB 1
CC2D1B 2
NFKBIL1 1
PGAM2 2
CLDND1 2
PDK4 3
CNTNAP4 1
PAK1IP1 2
PPM1J 1
WBP4 4
UBE3D 3
CHAF1B 4
UACA 2
FIP1L1 2
ANKLE1 1
TLX3 3
IER3IP1 2
GNG3 2
SOX5 5
MRPS9 1
KDM4A 3
LIN28A 2
WFDC9 2
GLRA2 2
PCGF2 10
LRRC14 1
OMD 1
OAZ2 2
ORM1 1
ORC5 3
LAPTM4A 1
EXOSC5 10
ZNF180 2
MFSD3 1
TMA16 4
NXF3 4
KNG1 3
HIF1A 36
LMO7 1
TMEM98 1
MARCHF5 6
ZNF227 3
ZNF747 3
CAMKMT 1
PVRIG 1
PPP2R2C 5
KRT7 2
CRYBB3 4
HTR1E 3
WNT2 2
CAV1 23
CDK2 29
IER2 2
DNAAF11 4
SMTNL2 3
GLB1 2
DTX3L 4
MARCKSL1 2
PTK2 20
STAT1 22
USH2A 2
CNIH1 1
FOXN3 4
TALDO1 2
TMEM17 1
SERPING1 3
CEP76 6
HOXB7 2
CCND3 12
ZNRF4 1
EIF4H 2
USP4 3
KLKB1 2
BBS9 7
CDK14 7
LRRTM2 1
SIRT6 7
EPS8L1 4
XAB2 4
RNF151 1
LGMN 1
OGA 3
USP39 2
TNNI1 2
DYNLT2B 3
B3GNT9 1
PARP1 19
IMMP1L 1
SERTAD3 2
AKT3 7
BIRC5 13
LUM 3
FASLG 13
SLC13A3 1
RAB9B 2
ECT2L 1
CNMD 1
SEPSECS 1
SMG5 2
EVX2 1
RAD51B 7
HEYL 4
SPANXB1 1
ATG12 4
ACY3 4
NUDCD2 3
NUP107 4
PAQR7 1
BAZ1B 1
EPDR1 1
MAPK10 10
ADAM19 2
CDIN1 1
PEX14 6
GOLGA4 2
EPX 1
MACROH2A1 6
NCOA1 11
GDAP1 1
RLIM 4
ALOX12 1
SEPHS1 4
SLC35F6 3
TSGA10IP 3
ARL4D 3
NDUFB11 4
PHYHIP 2
INCA1 4
ATP6AP2 3
PRPF4B 3
GATA2 7
BCL7C 2
MICU1 6
ACTR5 3
DOK2 4
LHX4 3
HERC2 2
ZC3H10 4
CLCA2 1
CRKL 12
SLCO6A1 1
DOLPP1 1
PLEKHB1 3
ACTN2 9
TUBB3 3
HPCAL1 2
MDM1 2
BTBD3 1
DNAJC30 4
KRT5 4
COL24A1 2
PI4K2B 1
SEC24B 1
IMPDH1 2
CDC34 7
THOC2 3
DLGAP2 4
HARS2 3
INSYN2A 2
HPSE 2
VAMP8 4
SYNM 2
RBPJL 1
SENP7 2
PRAMEF10 1
MTURN 1
CEP70 5
RAPSN 1
ARHGAP30 1
FNBP1 5
ANGPTL2 1
EBF2 1
GJB2 2
ZNF397 3
BABAM2 3
PPCS 1
YKT6 3
ASB4 2
GCHFR 1
MTERF2 1
LDLRAP1 6
CPNE6 3
PRDM14 4
PNPLA5 2
TMEM106A 1
C20orf96 1
DEDD2 1
SPATA1 1
RTP2 2
PHF21B 2
RAC3 5
HSPB6 1
HAT1 5
ZBTB7B 1
C4BPA 2
MOB1A 7
ANAPC11 1
ABCE1 1
SCGB3A1 1
SLC39A4 1
CDC42 32
BSG 8
AXDND1 1
LLGL2 3
DNASE2 2
RAB11FIP4 2
GABRB3 1
RAB19 1
PPHLN1 5
ZNF639 1
KATNAL1 3
TTC33 2
DDA1 4
SDCBP 11
CYP51A1 1
MYO1F 1
EYA4 1
BCAS4 2
SPEM1 1
TRAPPC9 1
LARP1 2
DUOX1 1
PKHD1 1
NME6 1
WDR27 2
PRKD3 4
SORBS2 3
DNAAF2 2
ENTPD1 1
SMARCAL1 1
CTSD 2
TUBGCP4 5
SLC44A3 2
KRT14 1
KRT77 2
UBE2V1 4
PCNX2 1
NAIF1 2
CENPU 5
SSMEM1 1
COL2A1 3
HDHD5 1
ARHGEF12 4
DDX20 4
KARS1 9
RASAL2 2
PCDHB12 1
TCF25 7
RAB2A 4
OTUB2 3
ALK 4
MYO18A 5
S100A3 1
POM121L4P 1
ERG 6
RCVRN 1
ERCC6L 5
IPO5 1
TMX3 1
SPC24 4
USP17L24 1
UBD 2
PCP2 2
ME1 2
TSPO2 1
CINP 4
SPN 2
FGD5 2
CACNB4 5
AKAP9 6
INHA 3
SBSPON 1
YME1L1 1
C1orf56 1
GNAS 4
ZMYM1 1
NCOR2 14
RCN1 2
POLR1F 1
CEP152 5
CSPG4 1
C4A 1
KYAT1 3
KRTCAP3 1
BORA 3
TARBP2 7
WASHC5 2
FCHSD1 1
MPP7 1
PTP4A1 4
MVB12B 2
RPL36AL 1
FDPS 2
POLE4 3
RPS3 7
NELL1 3
ANKS1B 2
AXIN1 25
SFXN1 3
OTX1 7
NYX 2
LGALS9C 3
FOXO1 7
CAPN15 1
EIF4E2 5
GPATCH2L 4
TRIM29 7
RASGRP2 1
ADAM9 3
SEC14L3 1
LAMP2 2
ARHGAP11B 1
TDP1 3
AIPL1 3
SLC10A2 1
ARL3 4
CFHR1 4
RPL27 1
FRG1 2
APLN 1
AQP9 1
SLC19A3 2
INPP5J 2
SORBS3 7
IP6K3 3
DUSP3 1
TULP1 2
DDR1 6
PAEP 4
CEBPE 2
DENND5A 1
NFYC 4
QRICH1 3
S100A2 3
ITGA2 7
NSDHL 1
CCDC120 5
CHRNA4 2
KRTAP10-11 2
SLC22A1 1
NAP1L5 4
PNPLA3 1
KRT9 1
GAB2 7
CABS1 1
PDCD4 7
SYT7 1
CCDC25 1
TRAF3IP2 3
CLIC5 2
TMEM220 2
APBB2 5
HSPA12A 1
HTR2A 5
TNFSF14 3
CDKL3 5
ANAPC4 3
SACS 1
RMND5B 1
RAPH1 1
CACNA1S 2
NR2F6 2
DHX36 1
NSG2 2
BAG2 10
PDCD7 1
NMRK1 2
SRM 2
CYB5R3 2
HAS2 1
PAX2 3
RAB33A 3
TMEM79 4
SUSD2 2
DFFA 2
SIRT2 8
SMG1 4
UROS 1
ACP7 1
LRRC39 3
TUSC3 1
RAB3C 1
PHF5A 2
NPY1R 1
DHRS1 2
CUL3 13
PEX5 3
CDA 4
WNT7B 1
TCEA2 8
DLGAP1 2
TRIM74 5
ZBTB12 2
DLK2 1
C1QTNF2 3
UCK1 2
COMMD7 3
TICAM2 4
CLIC3 2
SUOX 3
CHPT1 1
WSB2 3
ASF1A 7
COIL 7
EXOSC7 7
HBM 2
HAND2 2
TNIP2 6
ESRRA 4
THAP8 4
HSD17B14 4
PSG8 1
CTDSP2 6
EEF1A1 8
CAPRIN1 3
C3AR1 1
HS6ST1 1
PKNOX2 1
MIPEP 1
RAB35 3
LRRCC1 2
LY96 5
TNNI3 5
CACNA1D 1
GTF2H3 3
DCLRE1C 2
ACAA1 2
NSMAF 5
THUMPD3 2
ARF1 4
CFAP91 2
KIF3C 2
ASCL1 1
FANCL 2
CBR4 1
XAGE3 4
PRMT2 6
TNFAIP8 4
HNF1A 6
RHOBTB1 2
RIPPLY2 4
NDUFA3 1
DMD 6
COL4A5 1
GSTM5 3
CD151 7
PIP4K2B 1
INSIG1 2
CTPS2 2
CRYGC 4
EIF2AK2 10
CSNK2A1 15
CRACR2B 1
RUFY2 1
SPG7 5
BTC 5
CLCN1 2
BANP 7
PLEKHA7 3
IDH3A 2
SFRP4 3
GIMAP5 2
CCDC90B 2
GPR3 2
LTN1 2
CDK4 33
THOC1 7
CTNNA1 7
GON7 1
FA2H 1
SEMA3G 1
APOA4 2
ALOXE3 1
KMT5B 2
FZD10 3
RGS7 2
ANXA7 3
ZNF563 2
ZDHHC17 4
LRRN2 1
ZNF491 2
FAM74A1 1
OR7C2 1
TFPT 4
IFNW1 1
IL17A 2
CAPN3 6
IL17F 1
MCMBP 7
TSSK1B 5
DMPK 4
HELT 1
C10orf62 4
ARHGAP26 5
HLA-DMB 1
PDE2A 1
SWSAP1 3
SPANXC 1
CCL4 3
PDK1 4
TBX22 3
RUSC1 3
FHL3 6
BTF3 4
GPR162 1
MIS12 6
INTS10 4
IL34 2
MANBAL 3
KNSTRN 1
UGT1A3 1
MPP3 2
DNAJB13 1
FSTL3 1
TNIK 8
NCCRP1 1
FCGR3A 2
PCDHGA9 1
LETM1 2
GPNMB 1
STYK1 3
FMO5 1
CDC42SE1 2
BRD7 3
WDR4 4
CORO6 2
RPS6 4
FAM27E3 3
DYRK1B 6
LRP12 1
FHOD1 4
SH2B2 3
FAM120B 1
FUCA2 3
GDF3 1
MPC2 2
SYNPO2 1
VDAC3 1
FAM118A 3
RBP4 2
NUB1 3
AK7 1
TMEM38A 1
ZNF599 3
EXOSC2 5
SOCS3 9
SERPINA5 3
RLF 1
ZNF12 1
HOXD1 1
NPAT 1
MYBPC3 4
OTULINL 1
ANKRD45 2
C4orf33 3
PPCDC 2
DZIP1 1
CPD 1
PHACTR4 1
RASL10B 1
P2RY14 1
C19orf44 3
ABCG2 2
SRSF1 9
DCANP1 2
EHD4 2
AIRE 6
CTSW 1
PPP1R2B 2
TFPI 1
SERPINB3 1
LCP1 2
H2BC11 2
PPP2R2B 3
XIRP2 1
ZBTB8A 2
LRRC40 2
MST1R 3
CCL27 1
PRMT3 4
NINJ2 2
SNX2 2
FAM110C 1
TAFA4 2
ICE1 1
SYNJ2 3
AMHR2 2
PPRC1 1
CPEB1 3
DBF4 2
PPFIA4 1
SPTLC3 1
DPM3 3
VASH2 2
GFAP 6
RUFY3 1
LRP10 1
PIP5K1C 1
ZDHHC22 2
MRPL42 2
CA14 1
EBF1 3
COMMD9 4
RALA 4
ANTXR1 5
FBXO9 6
DCTN6 1
ALAS2 3
FNIP2 1
SLC18A1 1
TRIOBP 1
VPREB1 1
HPF1 1
SGCD 3
FBXO15 1
TMEM171 1
CCNB2 2
FSHB 1
MYZAP 1
COL8A1 5
PLK2 4
HDAC1 42
CFAP46 1
RUFY4 2
FOXA1 4
SPACA4 1
MGME1 2
STRADB 4
HACL1 3
PIK3R5 1
BBS7 10
RTBDN 1
WDR49 1
TRARG1 1
SH3YL1 5
EIF3H 9
MACO1 1
ZNF232 4
GBP1 3
TNFAIP3 7
REG1B 3
TXNDC2 1
IMP3 5
CRH 4
TRIM44 1
BNIP3 7
DYNC1I2 3
SF3A3 2
ARID1B 1
TPK1 2
SLBP 4
MTUS1 1
GALNT1 1
GALR2 1
MZT1 3
PDCD1 5
ZFP41 2
MLLT3 6
WAS 25
