bait_uniprot	bait_symbol	bait_usage
Q99848	EBNA1BP2	2
Q99853	FOXB1	2
Q99856	ARID3A	5
Q99871	HAUS7	3
Q99873	PRMT1	9
Q99877	H2BC15	1
Q99880	H2BC13	1
Q99895	CTRC	3
Q99909	SSX3	4
Q99932	SPAG8	1
Q99933	BAG1	11
Q99941	ATF6B	1
Q99942	RNF5	7
Q99943	AGPAT1	2
Q99944	EGFL8	1
Q99946	PRRT1	1
Q99952	PTPN18	3
Q99954	SMR3A	2
Q99956	DUSP9	2
Q99958	FOXC2	4
Q99959	PKP2	7
Q99961	SH3GL1	8
Q99962	SH3GL2	14
Q99963	SH3GL3	9
Q99965	ADAM2	1
Q99966	CITED1	3
Q99967	CITED2	1
Q99972	MYOC	2
Q99973	TEP1	1
Q99983	OMD	1
Q99986	VRK1	11
Q99988	GDF15	2
Q99990	VGLL1	2
Q99996	AKAP9	5
Q99999	GAL3ST1	1
Q9BPU6	DPYSL5	5
Q9BPU9	B9D2	4
Q9BPV8	P2RY13	1
Q9BPW0	NA	1
Q9BPW5	RASL11B	1
Q9BPW8	NIPSNAP1	3
Q9BPW9	DHRS9	1
Q9BPX1	HSD17B14	4
Q9BPX3	NCAPG	3
Q9BPX5	ARPC5L	2
Q9BPX6	MICU1	6
Q9BPX7	C7orf25	3
Q9BPY3	FAM118B	4
Q9BPY8	HOPX	4
Q9BPZ2	SPIN2B	1
Q9BPZ3	PAIP2	1
Q9BPZ7	MAPKAP1	6
Q9BQ04	RBM4B	5
Q9BQ13	KCTD14	2
Q9BQ15	NABP2	5
Q9BQ16	SPOCK3	1
Q9BQ24	ZFYVE21	2
Q9BQ31	KCNS3	2
Q9BQ48	MRPL34	1
Q9BQ50	TREX2	1
Q9BQ51	PDCD1LG2	1
Q9BQ52	ELAC2	1
Q9BQ61	TRIR	1
Q9BQ65	USB1	1
Q9BQ66	KRTAP4-12	3
Q9BQ69	MACROD1	5
Q9BQ70	TCF25	7
Q9BQ75	CMSS1	1
Q9BQ83	SLX1A	3
Q9BQ87	TBL1Y	2
Q9BQ89	FAM110A	4
Q9BQ90	KLHDC3	2
Q9BQ95	ECSIT	5
Q9BQA1	WDR77	6
Q9BQA5	HINFP	1
Q9BQA9	CYBC1	3
Q9BQB4	SOST	4
Q9BQB6	VKORC1	2
Q9BQC6	MRPL57	1
Q9BQD7	ANTKMT	1
Q9BQE3	TUBA1C	4
Q9BQE4	SELENOS	4
Q9BQE5	APOL2	3
Q9BQE6	LBHD1	1
Q9BQE9	BCL7B	2
Q9BQF6	SENP7	2
Q9BQG0	MYBBP1A	1
Q9BQG1	SYT3	2
Q9BQG2	NUDT12	1
Q9BQI0	AIF1L	1
Q9BQI3	EIF2AK1	3
Q9BQI9	NRIP2	2
Q9BQJ4	TMEM47	1
Q9BQK8	LPIN3	1
Q9BQL6	FERMT1	1
Q9BQN1	FAM83C	1
Q9BQP7	MGME1	2
Q9BQQ3	GORASP1	1
Q9BQS2	SYT15B	1
Q9BQS6	HSPB9	2
Q9BQS7	HEPH	1
Q9BQS8	FYCO1	5
Q9BQT8	SLC25A21	1
Q9BQY4	RHOXF2	4
Q9BQY6	WFDC6	1
Q9BR01	SULT4A1	3
Q9BR61	ACBD6	2
Q9BR76	CORO1B	3
Q9BR84	ZNF559	2
Q9BRA0	NAA38	2
Q9BRA2	TXNDC17	2
Q9BRB3	PIGQ	1
Q9BRC7	PLCD4	1
Q9BRD0	BUD13	2
Q9BRF8	CPPED1	1
Q9BRG1	VPS25	3
Q9BRG2	SH2D3A	3
Q9BRG6	APOL4	1
Q9BRH9	ZNF251	1
Q9BRI3	SLC30A2	5
Q9BRJ2	MRPL45	2
Q9BRJ6	C7orf50	3
Q9BRJ7	NUDT16L1	4
Q9BRJ9	MESP1	1
Q9BRK0	REEP2	1
Q9BRK4	LZTS2	3
Q9BRK5	SDF4	1
Q9BRL4	CDK16	1
Q9BRL5	CALM3	1
Q9BRL6	SRSF8	1
Q9BRL7	SEC22C	4
Q9BRL8	MTA1	1
Q9BRN9	TM2D3	1
Q9BRP0	OVOL2	1
Q9BRP1	PDCD2L	1
Q9BRP4	PAAF1	2
Q9BRP7	FDXACB1	3
Q9BRP8	PYM1	5
Q9BRQ0	PYGO2	2
Q9BRQ3	NUDT22	2
Q9BRQ4	CFAP300	1
Q9BRQ5	ORAI3	3
Q9BRQ8	AIFM2	1
Q9BRR0	ZKSCAN3	3
Q9BRR6	ADPGK	3
Q9BRR9	ARHGAP9	2
Q9BRS2	RIOK1	2
Q9BRT3	MIEN1	2
Q9BRT8	ZNG1A	3
Q9BRT9	GINS4	2
Q9BRU9	UTP23	2
Q9BRV3	SLC50A1	1
Q9BRV8	SIKE1	3
Q9BRX2	PELO	4
Q9BRX5	GINS3	3
Q9BRX9	WDR83	4
Q9BRZ2	TRIM56	3
Q9BS16	CENPK	2
Q9BS18	ANAPC13	2
Q9BS26	ERP44	4
Q9BS31	ZNF649	1
Q9BS34	ZNF670	4
Q9BS40	LXN	3
Q9BS57	NA	1
Q9BS91	SLC35A5	1
Q9BSA0	TMEM51	1
Q9BSA4	TTYH2	2
Q9BSB4	ATG101	4
Q9BSC4	NOL10	1
Q9BSD3	RHNO1	4
Q9BSE2	TMEM79	4
Q9BSE5	AGMAT	1
Q9BSF0	C2orf88	1
Q9BSF8	BTBD10	1
Q9BSG0	PRADC1	1
Q9BSG1	ZNF2	3
Q9BSG5	RTBDN	1
Q9BSH3	NICN1	1
Q9BSH4	TACO1	1
Q9BSH5	HDHD3	3
Q9BSI4	TINF2	9
Q9BSJ2	TUBGCP2	2
Q9BSJ5	C17orf80	1
Q9BSJ6	PIMREG	5
Q9BSJ8	ESYT1	3
Q9BSK4	FEM1A	1
Q9BSL1	UBAC1	6
Q9BSM1	PCGF1	8
Q9BSQ5	CCM2	7
Q9BSR8	YIPF4	2
Q9BST9	RTKN	8
Q9BSU1	PHAF1	1
Q9BSU3	NAA11	3
Q9BSW2	CRACR2A	5
Q9BSW7	SYT17	3
Q9BSY4	CHCHD5	1
Q9BT04	FUZ	3
Q9BT08	NA	1
Q9BT09	CNPY3	3
Q9BT17	MTG1	2
Q9BT25	HAUS8	3
Q9BT30	ALKBH7	1
Q9BT40	INPP5K	4
Q9BT43	POLR3GL	5
Q9BT49	THAP7	3
Q9BT56	SPX	1
Q9BT67	NDFIP1	1
Q9BT76	UPK3B	1
Q9BT78	COPS4	4
Q9BT81	SOX7	1
Q9BT88	SYT11	5
Q9BT92	TCHP	2
Q9BTA9	WAC	2
Q9BTB7	NA	1
Q9BTC0	DIDO1	2
Q9BTC8	MTA3	3
Q9BTD3	TMEM121	1
Q9BTD8	RBM42	4
Q9BTE0	NAT9	3
Q9BTE1	DCTN5	2
Q9BTE2	NPRL3	1
Q9BTE3	MCMBP	7
Q9BTE6	AARSD1	3
Q9BTE7	DCUN1D5	2
Q9BTF0	THUMPD2	2
Q9BTK6	PAGR1	4
Q9BTL3	RAMAC	2
Q9BTL4	IER2	2
Q9BTM9	URM1	3
Q9BTP7	FAAP24	4
Q9BTQ8	ATXN7L1	1
Q9BTT0	ANP32E	1
Q9BTT4	MED10	8
Q9BTT6	LRRC1	2
Q9BTU6	PI4K2A	1
Q9BTV4	TMEM43	7
Q9BTV5	FSD1	1
Q9BTV6	DPH7	1
Q9BTW9	TBCD	1
Q9BTX3	TMEM208	1
Q9BTY2	FUCA2	3
Q9BTZ2	DHRS4	1
Q9BU02	THTPA	1
Q9BU19	ZNF692	1
Q9BU20	CPLANE2	3
Q9BU23	LMF2	3
Q9BU27	FAM3A	1
Q9BU40	CHRDL1	1
Q9BU61	NDUFAF3	3
Q9BU64	CENPO	5
Q9BU70	TRMO	2
Q9BU76	C1orf35	4
Q9BU79	TMEM243	1
Q9BU89	DOHH	1
Q9BUA3	SPINDOC	2
Q9BUA6	MYL10	1
Q9BUB5	MKNK1	6
Q9BUB7	TMEM70	2
Q9BUD6	SPON2	2
Q9BUE0	MED18	6
Q9BUF7	CRB3	2
Q9BUG6	ZSCAN5A	3
Q9BUH6	PAXX	2
Q9BUH8	BEGAIN	1
Q9BUI4	POLR3C	3
Q9BUJ2	HNRNPUL1	9
Q9BUK0	CHCHD7	2
Q9BUL5	PHF23	2
Q9BUL8	PDCD10	8
Q9BUL9	RPP25	3
Q9BUN1	C1orf56	1
Q9BUN5	CCDC28B	2
Q9BUN8	DERL1	5
Q9BUP3	HTATIP2	2
Q9BUQ8	DDX23	2
Q9BUR4	WRAP53	5
Q9BUT1	BDH2	1
Q9BUT9	MCRIP2	1
Q9BUU2	METTL22	1
Q9BUV0	RSRP1	4
Q9BUV8	RAB5IF	1
Q9BUW7	BBLN	1
Q9BUX1	CHAC1	1
Q9BUY5	ZNF426	2
Q9BUY7	EFCAB11	1
Q9BUZ4	TRAF4	8
Q9BV07	NA	1
Q9BV10	ALG12	1
Q9BV19	C1orf50	2
Q9BV20	MRI1	4
Q9BV35	SLC25A23	1
Q9BV36	MLPH	4
Q9BV38	WDR18	3
Q9BV40	VAMP8	4
Q9BV44	THUMPD3	2
Q9BV47	DUSP26	4
Q9BV57	ADI1	2
Q9BV68	RNF126	1
Q9BV73	CEP250	1
Q9BV81	EMC6	1
Q9BV86	NTMT1	2
Q9BV87	CNPPD1	1
Q9BV90	SNRNP25	2
Q9BV94	MMP24-AS1-EDEM2	1
Q9BV97	ZNF747	3
Q9BV99	LRRC61	2
Q9BVA0	KATNB1	2
Q9BVA1	TUBB2B	2
Q9BVC3	DSCC1	1
Q9BVC4	MLST8	5
Q9BVC6	TMEM109	1
Q9BVE2	CDK13	1
Q9BVG3	TRIM62	1
Q9BVG4	PBDC1	1
Q9BVG8	KIFC3	5
Q9BVH7	ST6GALNAC5	1
Q9BVI0	PHF20	2
Q9BVI4	NOC4L	4
Q9BVJ7	DUSP23	8
Q9BVK2	ALG8	2
Q9BVK6	TMED9	2
Q9BVK8	TMEM147	2
Q9BVL2	NUP58	7
Q9BVM2	DPCD	2
Q9BVM4	GGACT	2
Q9BVN2	RUSC1	3
Q9BVP2	GNL3	5
Q9BVQ0	NA	1
Q9BVQ7	SPATA5L1	1
Q9BVR6	NA	1
Q9BVS4	RIOK2	2
Q9BVS5	TRMT61B	3
Q9BVT8	TMUB1	2
Q9BVU3	AHNAK	1
Q9BVV2	FNDC11	5
Q9BVV6	KIAA0586	1
Q9BVV7	TIMM21	2
Q9BVW5	TIPIN	4
Q9BVW6	SMIM2	2
Q9BVX2	TMEM106C	2
Q9BW04	C1orf116	1
Q9BW11	MXD3	3
Q9BW27	NUP85	5
Q9BW60	ELOVL1	1
Q9BW61	DDA1	4
Q9BW62	KATNAL1	3
Q9BW66	CINP	4
Q9BW71	HIRIP3	3
Q9BW83	IFT27	3
Q9BW85	YJU2	4
Q9BW91	NUDT9	1
Q9BW92	TARS2	1
Q9BWC9	CCDC106	6
Q9BWD1	ACAT2	2
Q9BWD3	RTL8A	2
Q9BWE0	REPIN1	1
Q9BWF2	TRAIP	4
Q9BWF3	RBM4	5
Q9BWF4	NA	1
Q9BWG1	NA	1
Q9BWG4	SSBP4	1
Q9BWG6	SCNM1	7
Q9BWH2	FUNDC2	3
Q9BWI9	NA	1
Q9BWJ2	RHPN1-AS1	1
Q9BWK5	CYREN	2
Q9BWL3	C1orf43	1
Q9BWM5	ZNF416	1
Q9BWM7	SFXN3	2
Q9BWN1	PRR14	1
Q9BWP8	COLEC11	5
Q9BWQ6	YIPF2	4
Q9BWQ8	FAIM2	1
Q9BWT1	CDCA7	1
Q9BWT3	PAPOLG	1
Q9BWT6	MND1	2
Q9BWT7	CARD10	1
Q9BWU0	SLC4A1AP	3
Q9BWU1	CDK19	4
Q9BWV1	BOC	2
Q9BWV7	TTLL2	1
Q9BWW4	SSBP3	2
Q9BWW8	APOL6	1
Q9BWW9	APOL5	1
Q9BWX1	PHF7	3
Q9BWX5	GATA5	1
Q9BX10	GTPBP2	2
Q9BX40	LSM14B	1
Q9BX46	RBM24	2
Q9BX51	GGTLC1	1
Q9BX59	TAPBPL	3
Q9BX63	BRIP1	7
Q9BX66	SORBS1	3
Q9BX67	JAM3	3
Q9BX69	CARD6	1
Q9BX70	BTBD2	1
Q9BX73	TM2D2	1
Q9BX79	STRA6	2
Q9BX93	PLA2G12B	1
Q9BX97	PLVAP	1
Q9BXA5	SUCNR1	1
Q9BXA6	TSSK6	5
Q9BXA7	TSSK1B	5
Q9BXB4	OSBPL11	1
Q9BXB5	OSBPL10	1
Q9BXC9	BBS2	11
Q9BXD5	NPL	3
Q9BXF3	CECR2	1
Q9BXF6	RAB11FIP5	1
Q9BXF9	TEKT3	3
Q9BXG8	SPZ1	3
Q9BXH1	BBC3	6
Q9BXI2	SLC25A2	2
Q9BXI6	TBC1D10A	4
Q9BXI9	C1QTNF6	3
Q9BXJ0	C1QTNF5	3
Q9BXJ1	C1QTNF1	3
Q9BXJ3	C1QTNF4	1
Q9BXJ4	C1QTNF3	1
Q9BXJ5	C1QTNF2	3
Q9BXJ7	AMN	1
Q9BXJ8	TMEM120A	2
Q9BXJ9	NAA15	4
Q9BXK1	KLF16	1
Q9BXK5	BCL2L13	3
Q9BXL5	HEMGN	1
Q9BXL7	CARD11	5
Q9BXL8	CDCA4	3
Q9BXM0	PRX	1
Q9BXM7	PINK1	10
Q9BXN2	CLEC7A	3
Q9BXN6	SPANXD	2
Q9BXP5	SRRT	2
Q9BXR0	QTRT1	2
Q9BXR5	TLR10	1
Q9BXR6	CFHR5	3
Q9BXS1	IDI2	2
Q9BXS4	TMEM59	1
Q9BXS5	AP1M1	5
Q9BXS6	NUSAP1	2
Q9BXS9	SLC26A6	1
Q9BXT4	TDRD1	3
Q9BXU0	TEX12	1
Q9BXU1	STK31	1
Q9BXU2	TEX13B	1
Q9BXU3	TEX13A	1
Q9BXU7	USP26	1
Q9BXU8	FTHL17	1
Q9BXU9	CALN1	2
Q9BXV9	GON7	1
Q9BXW4	MAP1LC3C	8
Q9BXW6	OSBPL1A	2
Q9BXW7	HDHD5	1
Q9BXW9	FANCD2	6
Q9BXY0	MAK16	2
Q9BXY4	RSPO3	1
Q9BXY8	BEX2	3
Q9BY11	PACSIN1	7
Q9BY12	SCAPER	1
Q9BY14	TEX101	2
Q9BY27	DGCR6L	2
Q9BY32	ITPA	2
Q9BY41	HDAC8	3
Q9BY42	RTF2	1
Q9BY43	CHMP4A	3
Q9BY49	PECR	1
Q9BY50	SEC11C	2
Q9BY66	KDM5D	1
Q9BY67	CADM1	1
Q9BY71	LRRC3	1
Q9BY76	ANGPTL4	4
Q9BY77	POLDIP3	2
Q9BY78	RNF26	1
Q9BY79	MFRP	2
Q9BY84	DUSP16	3
Q9BYB0	SHANK3	4
Q9BYB4	GNB1L	1
Q9BYC2	OXCT2	2
Q9BYC5	FUT8	2
Q9BYC8	MRPL32	1
Q9BYC9	MRPL20	1
Q9BYD2	MRPL9	5
Q9BYD3	MRPL4	3
Q9BYD6	MRPL1	3
Q9BYE3	LCE3D	1
Q9BYE4	SPRR2G	1
Q9BYE7	PCGF6	6
Q9BYE9	CDHR2	2
Q9BYF1	ACE2	14
Q9BYG0	B3GNT5	1
Q9BYG3	NIFK	3
Q9BYG4	PARD6G	3
Q9BYG5	PARD6B	6
Q9BYH1	SEZ6L	1
Q9BYI3	FAM126A	2
Q9BYJ1	ALOXE3	1
Q9BYJ4	TRIM34	1
Q9BYJ9	YTHDF1	2
Q9BYM8	RBCK1	11
Q9BYN8	MRPS26	2
Q9BYP7	WNK3	2
Q9BYP8	KRTAP17-1	1
Q9BYQ0	KRTAP9-8	1
Q9BYQ2	KRTAP9-4	2
Q9BYQ3	KRTAP9-3	1
Q9BYQ4	KRTAP9-2	3
Q9BYQ6	KRTAP4-11	2
Q9BYR0	NA	1
Q9BYR2	KRTAP4-5	1
Q9BYR3	KRTAP4-4	1
Q9BYR5	KRTAP4-2	3
Q9BYR7	KRTAP3-2	2
Q9BYR8	KRTAP3-1	1
Q9BYR9	KRTAP2-4	1
Q9BYS1	KRTAP1-5	2
Q9BYS8	LRRC2	1
Q9BYT3	STK33	2
Q9BYT8	NLN	1
Q9BYU1	PBX4	2
Q9BYV2	TRIM54	4
Q9BYV6	TRIM55	2
Q9BYX2	TBC1D2	1
Q9BYX4	IFIH1	10
Q9BYZ2	LDHAL6B	2
Q9BYZ6	RHOBTB2	2
Q9BYZ8	REG4	1
Q9BZ11	ADAM33	2
Q9BZ23	PANK2	3
Q9BZ29	DOCK9	3
Q9BZ67	FRMD8	3
Q9BZ95	NSD3	3
Q9BZB8	CPEB1	3
Q9BZC7	ABCA2	1
Q9BZD2	SLC29A3	1
Q9BZD4	NUF2	5
Q9BZD6	PRRG4	2
Q9BZD7	PRRG3	1
Q9BZE0	GLIS2	2
Q9BZE1	MRPL37	1
Q9BZE4	GTPBP4	1
Q9BZE7	C22orf23	2
Q9BZE9	ASPSCR1	5
Q9BZF1	OSBPL8	1
Q9BZF9	UACA	2
Q9BZG1	RAB34	1
Q9BZG7	NA	1
Q9BZG8	DPH1	1
Q9BZH6	WDR11	1
Q9BZI0	NA	1
Q9BZI1	IRX2	1
Q9BZI7	UPF3B	9
Q9BZJ0	CRNKL1	1
Q9BZJ6	GPR63	1
Q9BZJ8	GPR61	1
Q9BZK7	TBL1XR1	1
Q9BZL1	UBL5	5
Q9BZL3	SMIM3	2
Q9BZL4	PPP1R12C	1
Q9BZL6	PRKD2	5
Q9BZM1	PLA2G12A	1
Q9BZM3	GSX2	1
Q9BZM4	ULBP3	1
Q9BZM5	ULBP2	2
Q9BZM6	ULBP1	2
Q9BZP6	CHIA	3
Q9BZQ2	SHCBP1L	1
Q9BZQ8	NIBAN1	3
Q9BZR6	RTN4R	2
Q9BZR8	BCL2L14	4
Q9BZR9	TRIM8	2
Q9BZS1	FOXP3	15
Q9BZV1	UBXN6	6
Q9BZV2	SLC19A3	2
Q9BZW4	TM6SF2	1
Q9BZW7	TSGA10	5
Q9BZW8	CD244	9
Q9BZX2	UCK2	2
Q9BZY9	TRIM31	3
Q9BZZ5	API5	2
Q9C000	NLRP1	3
Q9C002	C15orf48	1
Q9C004	SPRY4	3
Q9C005	DPY30	6
Q9C009	FOXQ1	2
Q9C010	PKIB	1
Q9C019	TRIM15	1
Q9C026	TRIM9	1
Q9C029	TRIM7	3
Q9C035	TRIM5	5
Q9C037	TRIM4	1
Q9C040	TRIM2	3
Q9C086	INO80B	5
Q9C098	DCLK3	1
Q9C099	LRRCC1	2
Q9C0A0	CNTNAP4	1
Q9C0A6	SETD5	3
Q9C0B5	ZDHHC5	2
Q9C0B6	BRINP2	1
Q9C0B7	TANGO6	1
Q9C0C2	TNKS1BP1	2
Q9C0C4	SEMA4C	2
Q9C0C6	CIPC	2
Q9C0C7	AMBRA1	5
Q9C0C9	UBE2O	5
Q9C0D3	ZYG11B	1
Q9C0E4	GRIP2	1
Q9C0E8	LNPK	1
Q9C0F1	CEP44	1
Q9C0F3	ZNF436	2
Q9C0G0	ZNF407	1
Q9C0H5	ARHGAP39	1
Q9C0H6	KLHL4	1
Q9C0H9	SRCIN1	2
Q9C0I1	MTMR12	2
Q9C0I3	CCSER1	1
Q9C0I4	THSD7B	2
Q9C0I9	LRRC27	3
Q9C0J8	WDR33	2
Q9C0J9	BHLHE41	1
Q9C0K0	BCL11B	1
Q9C0K1	SLC39A8	1
Q9C0K7	STRADB	4
Q9GZL7	WDR12	1
Q9GZM5	YIPF3	3
Q9GZM7	TINAGL1	4
Q9GZM8	NDEL1	11
Q9GZN1	ACTR6	2
Q9GZN2	TGIF2	1
Q9GZN4	PRSS22	1
Q9GZN7	ROGDI	3
Q9GZP0	PDGFD	1
Q9GZP1	NRSN2	1
Q9GZP4	PITHD1	2
Q9GZP7	VN1R1	1
Q9GZP9	DERL2	2
Q9GZQ3	COMMD5	4
Q9GZQ4	NMUR2	2
Q9GZQ8	MAP1LC3B	23
Q9GZR1	SENP6	1
Q9GZR7	DDX24	2
Q9GZS0	DNAI2	1
Q9GZS1	POLR1E	1
Q9GZS3	SKIC8	3
Q9GZT3	SLIRP	2
Q9GZT4	SRR	1
Q9GZT6	CCDC90B	2
Q9GZT8	NIF3L1	5
Q9GZT9	EGLN1	2
Q9GZU1	MCOLN1	2
Q9GZU5	NYX	2
Q9GZU7	CTDSP1	4
Q9GZU8	PSME3IP1	2
Q9GZV1	ANKRD2	2
Q9GZV4	EIF5A2	2
Q9GZV5	WWTR1	10
Q9GZV7	HAPLN2	1
Q9GZV8	PRDM14	4
Q9GZV9	FGF23	1
Q9GZW8	MS4A7	2
Q9GZX3	CHST6	1
Q9GZX5	ZNF350	2
Q9GZX6	IL22	3
Q9GZX7	AICDA	5
Q9GZX9	TWSG1	2
Q9GZY0	NXF2	1
Q9GZY4	COA1	1
Q9GZY8	MFF	4
Q9GZZ0	HOXD1	1
Q9GZZ1	NAA50	3
Q9GZZ8	LACRT	1
Q9GZZ9	UBA5	4
Q9H000	MKRN2	1
Q9H013	ADAM19	2
Q9H019	MTFR1L	2
Q9H040	SPRTN	2
Q9H063	MAF1	1
Q9H069	DRC3	1
Q9H074	PAIP1	4
Q9H078	CLPB	3
Q9H079	KATNBL1	4
Q9H081	MIS12	6
Q9H082	RAB33B	1
Q9H093	NUAK2	5
Q9H094	NBPF3	1
Q9H095	IQCG	1
Q9H0A0	NAT10	2
Q9H0A6	RNF32	2
Q9H0A8	COMMD4	6
Q9H0A9	SPATC1L	2
Q9H0B3	IQCN	2
Q9H0B6	KLC2	2
Q9H0C2	SLC25A31	1
Q9H0C5	BTBD1	2
Q9H0C8	ILKAP	2
Q9H0D2	ZNF541	1
Q9H0D6	XRN2	3
Q9H0E2	TOLLIP	8
Q9H0E4	NA	1
Q9H0E7	USP44	3
Q9H0E9	BRD8	3
Q9H0F5	RNF38	2
Q9H0F6	SHARPIN	6
Q9H0F7	ARL6	4
Q9H0G5	NSRP1	1
Q9H0H3	KLHL25	2
Q9H0H5	RACGAP1	8
Q9H0I2	ENKD1	5
Q9H0I3	CCDC113	2
Q9H0I9	TKTL2	1
Q9H0J9	PARP12	2
Q9H0K1	SIK2	2
Q9H0K6	PUS7L	2
Q9H0L4	CSTF2T	5
Q9H0M0	WWP1	5
Q9H0M4	ZCWPW1	1
Q9H0N5	PCBD2	3
Q9H0P0	NT5C3A	4
Q9H0Q3	FXYD6	4
Q9H0R1	AP5M1	2
Q9H0R3	TMEM222	1
Q9H0R4	HDHD2	2
Q9H0R5	GBP3	2
Q9H0R6	QRSL1	2
Q9H0R8	GABARAPL1	10
Q9H0S4	DDX47	2
Q9H0T7	RAB17	3
Q9H0U4	RAB1B	3
Q9H0U6	MRPL18	2
Q9H0U9	TSPYL1	2
Q9H0V9	LMAN2L	1
Q9H0W5	CCDC8	1
Q9H0W7	THAP2	1
Q9H0W8	SMG9	5
Q9H0W9	C11orf54	5
Q9H0X6	RNF208	2
Q9H0X9	OSBPL5	3
Q9H0Y0	ATG10	2
Q9H106	SIRPD	1
Q9H115	NAPB	3
Q9H147	DNTTIP1	3
Q9H158	PCDHAC1	1
Q9H160	ING2	2
Q9H161	ALX4	1
Q9H169	STMN4	2
Q9H171	ZBP1	2
Q9H172	ABCG4	2
Q9H173	SIL1	5
Q9H190	SDCBP2	3
Q9H1A4	ANAPC1	1
Q9H1B4	NXF5	1
Q9H1C3	GLT8D2	1
Q9H1C4	UNC93B1	3
Q9H1D0	TRPV6	1
Q9H1D9	POLR3F	3
Q9H1E1	RNASE7	1
Q9H1E3	NUCKS1	1
Q9H1F0	WFDC10A	1
Q9H1H1	GTSF1L	1
Q9H1H9	KIF13A	4
Q9H1I8	ASCC2	4
Q9H1J1	UPF3A	7
Q9H1J5	WNT8A	1
Q9H1J7	WNT5B	1
Q9H1K0	RBSN	2
Q9H1K1	ISCU	5
Q9H1K4	SLC25A18	2
Q9H1K6	TLNRD1	1
Q9H1M0	NUP62CL	4
Q9H1M4	DEFB127	3
Q9H1P3	OSBPL2	3
Q9H1P6	C20orf85	1
Q9H1Q7	PCED1A	1
Q9H1R2	DUSP15	2
Q9H1R3	MYLK2	5
Q9H1X1	RSPH9	3
Q9H1Y0	ATG5	7
Q9H1Y3	OPN3	2
Q9H1Z4	WDR13	1
Q9H1Z8	ECRG4	1
Q9H1Z9	TSPAN10	1
Q9H201	EPN3	1
Q9H204	MED28	7
Q9H205	OR2AG1	1
Q9H211	CDT1	11
Q9H213	MAGEH1	3
Q9H221	ABCG8	4
Q9H222	ABCG5	3
Q9H223	EHD4	2
Q9H228	S1PR5	1
Q9H237	PORCN	1
Q9H239	MMP28	2
Q9H244	P2RY12	2
Q9H246	C1orf21	1
Q9H251	CDH23	1
Q9H254	SPTBN4	1
Q9H255	OR51E2	1
Q9H257	CARD9	6
Q9H267	VPS33B	10
Q9H269	VPS16	5
Q9H270	VPS11	9
Q9H295	DCSTAMP	1
Q9H299	SH3BGRL3	1
Q9H2A2	ALDH8A1	1
Q9H2A9	CHST8	1
Q9H2B2	SYT4	2
Q9H2C0	GAN	6
Q9H2C2	ARV1	1
Q9H2D1	SLC25A32	1
Q9H2D6	TRIOBP	1
Q9H2E6	SEMA6A	1
Q9H2F3	HSD3B7	2
Q9H2F5	EPC1	2
Q9H2F9	CCDC68	4
Q9H2G2	SLK	1
Q9H2G4	TSPYL2	1
Q9H2G9	BLZF1	2
Q9H2H0	CXXC4	1
Q9H2H8	PPIL3	3
Q9H2H9	SLC38A1	3
Q9H2J1	ARRDC1-AS1	1
Q9H2J7	SLC6A15	1
Q9H2K0	MTIF3	1
Q9H2K2	TNKS2	2
Q9H2K8	TAOK3	3
Q9H2L4	TMEM60	1
Q9H2L5	RASSF4	3
Q9H2M2	ESR1	1
Q9H2M3	BHMT2	1
Q9H2P0	ADNP	1
Q9H2R5	KLK15	3
Q9H2S1	KCNN2	1
Q9H2S5	RNF39	1
Q9H2S6	TNMD	2
Q9H2S9	IKZF4	1
Q9H2U1	DHX36	1
Q9H2U2	PPA2	1
Q9H2V7	SPNS1	1
Q9H2W1	MS4A6A	2
Q9H2W2	MIXL1	1
Q9H2W6	MRPL46	1
Q9H2X0	CHRD	3
Q9H2X3	CLEC4M	4
Q9H2X6	HIPK2	9
Q9H2Z4	NKX2-4	1
Q9H300	PARL	2
Q9H305	CDIP1	3
Q9H307	PNN	4
Q9H310	RHBG	1
Q9H324	ADAMTS10	1
Q9H334	FOXP1	3
Q9H368	NA	1
Q9H3D4	TP63	11
Q9H3F6	KCTD10	1
Q9H3G5	CPVL	1
Q9H3H3	C11orf68	3
Q9H3H5	DPAGT1	1
Q9H3J6	MTRFR	1
Q9H3K2	GHITM	2
Q9H3K6	BOLA2B	1
Q9H3M7	TXNIP	2
Q9H3N1	TMX1	1
Q9H3P2	NELFA	4
Q9H3P7	ACBD3	2
Q9H3Q1	CDC42EP4	1
Q9H3Q3	GAL3ST2	1
Q9H3R0	KDM4C	1
Q9H3R5	CENPH	5
Q9H3S3	TMPRSS5	1
Q9H3S4	TPK1	2
Q9H3S5	PIGM	1
Q9H3S7	PTPN23	6
Q9H3U1	UNC45A	4
Q9H3U5	MFSD1	1
Q9H3U7	SMOC2	1
Q9H3W5	LRRN3	1
Q9H3Y6	SRMS	3
Q9H3Z4	DNAJC5	1
Q9H400	LIME1	1
Q9H410	DSN1	4
Q9H422	HIPK3	2
Q9H444	CHMP4B	6
Q9H461	FZD8	1
Q9H467	CUEDC2	2
Q9H469	FBXL15	4
Q9H477	RBKS	2
Q9H490	PIGU	1
Q9H492	MAP1LC3A	11
Q9H496	TOR1AIP2	2
Q9H497	TOR3A	1
Q9H4A3	WNK1	2
Q9H4A5	GOLPH3L	4
Q9H4A6	GOLPH3	5
Q9H4A9	DPEP2	1
Q9H4B4	PLK3	5
